Feedback_ID,Feedback_Text,Sentiment,Category,Internship_Duration_Months,Department,Overall_Rating,Would_Recommend
INT1327,"Honestly, I came in hoping to learn a specific tool, but never actually got the chance to use it. I wanted to share this feedback for future improvement.",Negative,Learning,6,Web Development,1,No
INT1328,"For the most part, there was almost no mentorship structure, so I often felt left to guess what was expected and the lack of guidance meant I spent a lot of time unsure whether my work was even useful. Additionally, the tasks assigned to me didn't match the job description at all.",Negative,Mentorship,2,Web Development,1,Maybe
INT1329,"In my experience, looking back, I'm glad I chose this internship over the other offers I had. That said, the guidance I got from my supervisor helped me avoid a lot of rookie mistakes.",Positive,Overall Experience,1,Business Development,4,Yes
INT1330,"During my time here, the team was polite but mostly kept to themselves, so bonding took a while. Also, I got a general sense of the industry, though not much specific career guidance. That said, everyone's experience can vary.",Neutral,Team Environment,3,Artificial Intelligence,2,Yes
INT1331,"Resources like laptops and software licenses took weeks to sort out, which was frustrating. That's just my honest take.",Negative,Work Environment,6,Data Science,3,Maybe
INT1332,"During my time here, there was no real effort to help interns think about next steps or career planning. That said, everyone's experience can vary.",Negative,Career Development,4,Marketing,2,Maybe
INT1333,"By the end of the internship, the training materials were outdated and didn't match the tools we actually used day to day. Additionally, resources like laptops and software licenses took weeks to sort out, which was frustrating.",Negative,Training,1,Finance,3,No
INT1334,"All things considered, I often felt like an outsider since most conversations happened without including interns. There was noticeable tension between some team members that made meetings uncomfortable. That said, I rarely got any real feedback from my supervisor beyond a quick 'looks good'. I wanted to share this feedback for future improvement.",Negative,Team Environment,2,Data Science,2,Maybe
INT1335,"During my time here, there was noticeable tension between some team members that made meetings uncomfortable and the team felt fragmented, with different people rarely talking to each other.",Negative,Team Environment,1,Machine Learning,3,Maybe
INT1336,"By the end of the internship, I picked up some practical skills, though the internship leaned more toward repetition than discovery.",Neutral,Learning,4,Business Development,4,Maybe
INT1337,"Throughout the program, most of my days were spent on repetitive data entry that didn't require much thought. On top of that, I learned a few new things, but a lot of it was stuff I already knew from school.",Negative,Tasks,5,Human Resources,1,No
INT1338,"So far, I'd call this internship a genuinely valuable experience that shaped how I think about work. Additionally, the assignments were challenging without being overwhelming, which kept me engaged. That's just my honest take.",Positive,Overall Experience,5,Artificial Intelligence,5,Yes
INT1339,"Throughout the program, overall this internship fell short of what I was expecting when I accepted the offer. Also, the team felt fragmented, with different people rarely talking to each other. That's just my honest take.",Negative,Overall Experience,3,Artificial Intelligence,1,Maybe
INT1340,"Overall, there were busy weeks, but overall the workload felt fair given my experience level.",Positive,Workload,4,Finance,5,Yes
INT1341,I didn't feel like I learned much beyond what I already knew coming in. Just my two cents.,Negative,Learning,5,Business Development,2,Maybe
INT1342,"From my perspective, the assignments were straightforward and predictable for the most part. Meanwhile, it was a fairly average internship, neither a highlight nor a disappointment.",Neutral,Tasks,4,Software Development,4,Maybe
INT1343,"For the most part, updates about project changes always reached me quickly, so I rarely felt out of the loop and I never had to chase people for information, everything was communicated clearly upfront. I wanted to share this feedback for future improvement.",Positive,Communication,2,Finance,5,Yes
INT1344,"Overall, my overall take is mixed, there were things I liked and things that could be better and it was a fairly average internship, neither a highlight nor a disappointment. Just my two cents.",Neutral,Overall Experience,1,Marketing,4,Maybe
INT1345,My coworkers were always willing to jump on a call and help troubleshoot with me. Everyone on the team was friendly and made me feel included from the very first day. I wanted to share this feedback for future improvement.,Positive,Team Environment,1,Machine Learning,4,Yes
INT1346,"If I'm being honest, the training covered the basics adequately, though it felt a bit generic. The training was standard, nothing outstanding but nothing missing either.",Neutral,Training,5,Finance,4,Maybe
